season,deployment_date,retrieval_date,hours,days,camera_id,site,site_name,condition,doy,dayofstudy,month,date,timeofday,time.of.day,hour,year,day.night,temperature,temperature.c,Otter.detected,numberofOtter
early.summer,June 6th 12,July 11th 12,888,37,CHU7,7,Clode sound,unlogged,164,164,June,6/13/2012,4:51:00,0.202083333,4,2012,day,36,2.222222222,N,0
early.summer,June 6th 12,July 11th 12,888,37,CHU7,7,Clode sound,unlogged,165,165,June,6/14/2012,3:57:00,3.95,3,2012,night,41,5,Y,1
early.summer,June 6th 12,July 11th 12,888,37,CHU7,7,Clode sound,unlogged,166,166,June,6/15/2012,2:59:00,2.983333333,2,2012,night,36,2.222222222,Y,2
early.summer,June 6th 12,July 11th 12,888,37,CHU7,7,Clode sound,unlogged,166,166,June,6/15/2012,14:56:00,14.93333333,14,2012,day,50,10,N,0
early.summer,June 6th 12,July 11th 12,888,37,CHU7,7,Clode sound,unlogged,166,166,June,6/16/2012,22:58:00,22.96666667,22,2012,night,37,2.777777778,N,0
early.summer,June 6th 12,July 11th 12,888,37,CHU7,7,Clode sound,unlogged,167,167,June,6/19/2012,4:59:00,4.983333333,4,2012,night,28,-2.222222222,Y,2
early.summer,June 6th 12,July 11th 12,888,37,CHU7,7,Clode sound,unlogged,170,170,June,6/19/2012,1:03:00,1.05,1,2012,night,43,6.111111111,N,0
early.summer,June 6th 12,July 11th 12,888,37,CHU7,7,Clode sound,unlogged,170,170,June,6/20/2012,14:26:00,14.43333333,14,2012,day,68,20,N,0
early.summer,June 6th 12,July 11th 12,888,37,CHU7,7,Clode sound,unlogged,171,171,June,6/20/2012,5:30:00,5.5,5,2012,day,39,3.888888889,Y,3
early.summer,June 6th 12,July 11th 12,888,37,CHU7,7,Clode sound,unlogged,171,171,June,6/20/2012,5:52:00,5.866666667,5,2012,day,39,3.888888889,N,0
early.summer,June 6th 12,July 11th 12,888,37,CHU7,7,Clode sound,unlogged,171,171,June,6/20/2012,6:06:00,6.1,6,2012,day,39,3.888888889,Y,1
early.summer,June 6th 12,July 11th 12,888,37,CHU7,7,Clode sound,unlogged,171,171,June,6/21/2012,9:24:00,9.4,9,2012,day,59,15,Y,3
early.summer,June 6th 12,July 11th 12,888,37,CHU7,7,Clode sound,unlogged,172,172,June,6/21/2012,3:34:00,3.566666667,3,2012,night,41,5,N,0
early.summer,June 6th 12,July 11th 12,888,37,CHU7,7,Clode sound,unlogged,172,172,June,6/23/2012,15:17:00,15.28333333,15,2012,day,55,12.77777778,Y,3
early.summer,June 6th 12,July 11th 12,888,37,CHU7,7,Clode sound,unlogged,174,174,June,6/23/2012,4:39:00,4.65,4,2012,day,36,2.222222222,N,0
early.summer,June 6th 12,July 11th 12,888,37,CHU7,7,Clode sound,unlogged,174,174,June,6/23/2012,18:28:00,18.46666667,18,2012,day,55,12.77777778,N,0
early.summer,June 6th 12,July 11th 12,888,37,CHU7,7,Clode sound,unlogged,174,174,June,6/26/2012,18:46:00,18.76666667,18,2012,day,55,12.77777778,N,0
early.summer,June 6th 12,July 11th 12,888,37,CHU7,7,Clode sound,unlogged,177,177,June,6/26/2012,5:41:00,5.683333333,5,2012,day,45,7.222222222,Y,2
early.summer,June 6th 12,July 11th 12,888,37,CHU7,7,Clode sound,unlogged,177,177,June,6/26/2012,6:40:00,6.666666667,6,2012,day,45,7.222222222,Y,1
early.summer,June 6th 12,July 11th 12,888,37,CHU7,7,Clode sound,unlogged,177,177,June,6/27/2012,10:05:00,10.08333333,10,2012,day,55,12.77777778,Y,3
early.summer,June 6th 12,July 11th 12,888,37,CHU7,7,Clode sound,unlogged,178,178,June,6/27/2012,6:35:00,6.583333333,6,2012,day,48,8.888888889,N,0
early.summer,June 6th 12,July 11th 12,888,37,CHU7,7,Clode sound,unlogged,178,178,June,6/27/2012,13:58:00,13.96666667,13,2012,day,63,17.22222222,Y,4
early.summer,June 6th 12,July 11th 12,888,37,CHU7,7,Clode sound,unlogged,180,180,June,6/29/2012,1:48:00,1.8,1,2012,night,50,10,Y,2
early.summer,June 6th 12,July 11th 12,888,37,CHU7,7,Clode sound,unlogged,180,180,June,6/29/2012,1:55:00,1.916666667,1,2012,night,50,10,Y,2
early.summer,June 6th 12,July 11th 12,888,37,CHU7,7,Clode sound,unlogged,180,180,June,6/29/2012,2:00:00,2,2,2012,night,50,10,Y,2
early.summer,June 6th 12,July 11th 12,888,37,CHU7,7,Clode sound,unlogged,180,180,June,6/29/2012,5:57:00,5.95,5,2012,day,48,8.888888889,Y,2
early.summer,June 6th 12,July 11th 12,888,37,CHU7,7,Clode sound,unlogged,180,180,June,6/29/2012,5:58:00,5.966666667,5,2012,day,52,11.11111111,Y,2
early.summer,June 6th 12,July 11th 12,888,37,CHU7,7,Clode sound,unlogged,180,180,June,6/30/2012,6:09:00,6.15,6,2012,day,50,10,Y,2
early.summer,June 6th 12,July 11th 12,888,37,CHU7,7,Clode sound,unlogged,181,181,June,6/30/2012,21:44:00,21.73333333,21,2012,night,46,7.777777778,Y,2
early.summer,June 6th 12,July 11th 12,888,37,CHU7,7,Clode sound,unlogged,181,181,June,1/7/2012,2:34:00,2.566666667,2,2012,night,48,8.888888889,Y,3
early.summer,June 6th 12,July 11th 12,888,37,CHU7,7,Clode sound,unlogged,182,182,July,1/7/2012,2:36:00,2.6,2,2012,night,50,10,N,0
early.summer,June 6th 12,July 11th 12,888,37,CHU7,7,Clode sound,unlogged,182,182,July,3/7/2012,22:01:00,22.01666667,22,2012,night,52,11.11111111,Y,4
early.summer,June 6th 12,July 11th 12,888,37,CHU7,7,Clode sound,unlogged,184,184,July,5/7/2012,0:51:00,0.85,0,2012,night,50,10,Y,1
early.summer,June 6th 12,July 11th 12,888,37,CHU7,7,Clode sound,unlogged,186,186,July,5/7/2012,1:02:00,1.033333333,1,2012,night,48,8.888888889,Y,1
early.summer,June 6th 12,July 11th 12,888,37,CHU7,7,Clode sound,unlogged,186,186,July,5/7/2012,1:03:00,1.05,1,2012,night,50,10,Y,4
early.summer,June 6th 12,July 11th 12,888,37,CHU7,7,Clode sound,unlogged,186,186,July,5/7/2012,5:05:00,5.083333333,5,2012,day,46,7.777777778,N,0
early.summer,June 6th 12,July 11th 12,888,37,CHU7,7,Clode sound,unlogged,186,186,July,7/7/2012,23:03:00,23.05,23,2012,night,52,11.11111111,Y,2
early.summer,June 6th 12,July 11th 12,888,37,CHU7,7,Clode sound,unlogged,188,188,July,9/7/2012,6:02:00,6.033333333,6,2012,day,52,11.11111111,Y,4
early.summer,June 6th 12,July 11th 12,888,37,CHU7,7,Clode sound,unlogged,190,190,July,9/7/2012,15:25:00,15.41666667,15,2012,day,61,16.11111111,N,0
early.summer,June 6th 12,July 11th 12,888,37,CHU7,7,Clode sound,unlogged,190,190,July,9/7/2012,15:28:00,15.46666667,15,2012,day,63,17.22222222,N,0
early.summer,June 6th 12,July 11th 12,888,37,CHU7,7,Clode sound,unlogged,190,190,July,9/7/2012,15:35:00,15.58333333,15,2012,day,63,17.22222222,N,0
early.summer,June 6th 12,July 11th 12,888,37,CHU7,7,Clode sound,unlogged,190,190,July,10/7/2012,15:38:00,15.63333333,15,2012,day,64,17.77777778,N,0
early.summer,June 6th 12,July 11th 12,888,37,CHU7,7,Clode sound,unlogged,191,191,July,10/7/2012,2:52:00,2.866666667,2,2012,night,43,6.111111111,Y,3
early.summer,June 6th 12,July 11th 12,888,37,CHU7,7,Clode sound,unlogged,191,191,July,10/7/2012,3:28:00,3.466666667,3,2012,night,43,6.111111111,Y,3
early.summer,June 6th 12,July 11th 12,888,37,CHU7,7,Clode sound,unlogged,191,191,July,10/7/2012,10:07:00,10.11666667,10,2012,day,61,16.11111111,N,0
early.summer,June 6th 12,July 11th 12,888,37,CHU7,7,Clode sound,unlogged,191,191,July,10/7/2012,10:20:00,10.33333333,10,2012,day,63,17.22222222,N,0
early.summer,June 6th 12,July 11th 12,888,37,CHU7,7,Clode sound,unlogged,191,191,July,10/7/2012,10:22:00,10.36666667,10,2012,day,64,17.77777778,N,0
early.summer,June 6th 12,July 11th 12,888,37,CHU7,7,Clode sound,unlogged,191,191,July,10/7/2012,10:24:00,10.4,10,2012,day,66,18.88888889,N,0
early.summer,June 6th 12,July 11th 12,888,37,CHU7,7,Clode sound,unlogged,191,191,July,10/7/2012,10:26:00,10.43333333,10,2012,day,68,20,N,0
early.summer,June 6th 12,July 11th 12,888,37,CHU7,7,Clode sound,unlogged,191,191,July,10/7/2012,10:35:00,10.58333333,10,2012,day,64,17.77777778,N,0
early.summer,June 6th 12,July 11th 12,888,37,CHU7,7,Clode sound,unlogged,191,191,July,10/7/2012,10:44:00,10.73333333,10,2012,day,64,17.77777778,N,0
early.summer,June 6th 12,July 11th 12,888,37,CHU7,7,Clode sound,unlogged,191,191,July,10/7/2012,10:46:00,10.76666667,10,2012,day,66,18.88888889,N,0
early.summer,June 6th 12,July 11th 12,888,37,CHU7,7,Clode sound,unlogged,191,191,July,10/7/2012,10:50:00,10.83333333,10,2012,day,66,18.88888889,N,0
early.summer,June 6th 12,July 11th 12,888,37,CHU7,7,Clode sound,unlogged,191,191,July,10/7/2012,10:54:00,10.9,10,2012,day,66,18.88888889,N,0
early.summer,June 6th 12,July 11th 12,888,37,CHU7,7,Clode sound,unlogged,191,191,July,10/7/2012,10:56:00,10.93333333,10,2012,day,66,18.88888889,N,0
early.summer,June 6th 12,July 11th 12,888,37,CHU7,7,Clode sound,unlogged,191,191,July,10/7/2012,10:59:00,10.98333333,10,2012,day,68,20,N,0
early.summer,June 6th 12,July 11th 12,888,37,CHU7,7,Clode sound,unlogged,191,191,July,10/7/2012,11:01:00,11.01666667,11,2012,day,68,20,N,0
early.summer,June 6th 12,July 11th 12,888,37,CHU7,7,Clode sound,unlogged,191,191,July,10/7/2012,11:03:00,11.05,11,2012,day,70,21.11111111,N,0
early.summer,June 6th 12,July 11th 12,888,37,CHU7,7,Clode sound,unlogged,191,191,July,10/7/2012,11:05:00,11.08333333,11,2012,day,70,21.11111111,N,0
early.summer,June 6th 12,July 11th 12,888,37,CHU7,7,Clode sound,unlogged,191,191,July,10/7/2012,11:07:00,11.11666667,11,2012,day,70,21.11111111,N,0
early.summer,June 6th 12,July 11th 12,888,37,CHU7,7,Clode sound,unlogged,191,191,July,10/7/2012,11:08:00,11.13333333,11,2012,day,70,21.11111111,N,0
early.summer,June 6th 12,July 11th 12,888,37,CHU7,7,Clode sound,unlogged,191,191,July,10/7/2012,11:10:00,11.16666667,11,2012,day,70,21.11111111,N,0
early.summer,June 6th 12,July 11th 12,888,37,CHU7,7,Clode sound,unlogged,191,191,July,10/7/2012,11:55:00,11.91666667,11,2012,day,63,17.22222222,N,0
early.summer,June 6th 12,July 11th 12,888,37,CHU7,7,Clode sound,unlogged,191,191,July,10/7/2012,12:05:00,12.08333333,12,2012,day,61,16.11111111,N,0
early.summer,June 6th 12,July 11th 12,888,37,CHU7,7,Clode sound,unlogged,191,191,July,10/7/2012,12:09:00,12.15,12,2012,day,63,17.22222222,N,0
early.summer,June 6th 12,July 11th 12,888,37,CHU7,7,Clode sound,unlogged,191,191,July,10/7/2012,12:32:00,12.53333333,12,2012,day,64,17.77777778,N,0
early.summer,June 6th 12,July 11th 12,888,37,CHU7,7,Clode sound,unlogged,191,191,July,10/7/2012,12:37:00,12.61666667,12,2012,day,64,17.77777778,N,0
early.summer,June 6th 12,July 11th 12,888,37,CHU7,7,Clode sound,unlogged,191,191,July,10/7/2012,12:48:00,12.8,12,2012,day,63,17.22222222,N,0
early.summer,June 6th 12,July 11th 12,888,37,CHU7,7,Clode sound,unlogged,191,191,July,10/7/2012,12:57:00,12.95,12,2012,day,63,17.22222222,N,0
early.summer,June 6th 12,July 11th 12,888,37,CHU7,7,Clode sound,unlogged,191,191,July,10/7/2012,13:00:00,13,13,2012,day,63,17.22222222,N,0
early.summer,June 6th 12,July 11th 12,888,37,CHU7,7,Clode sound,unlogged,191,191,July,10/7/2012,13:13:00,13.21666667,13,2012,day,61,16.11111111,N,0
early.summer,June 6th 12,July 11th 12,888,37,CHU7,7,Clode sound,unlogged,191,191,July,10/7/2012,13:16:00,13.26666667,13,2012,day,63,17.22222222,N,0
early.summer,June 6th 12,July 11th 12,888,37,CHU7,7,Clode sound,unlogged,191,191,July,10/7/2012,14:24:00,14.4,14,2012,day,57,13.88888889,N,0
early.summer,June 6th 12,July 11th 12,888,37,CHU7,7,Clode sound,unlogged,191,191,July,10/7/2012,14:26:00,14.43333333,14,2012,day,59,15,N,0
early.summer,June 6th 12,July 11th 12,888,37,CHU7,7,Clode sound,unlogged,191,191,July,10/7/2012,14:38:00,14.63333333,14,2012,day,57,13.88888889,N,0
early.summer,June 6th 12,July 11th 12,888,37,CHU7,7,Clode sound,unlogged,191,191,July,10/7/2012,14:44:00,14.73333333,14,2012,day,59,15,N,0
early.summer,June 6th 12,July 11th 12,888,37,CHU7,7,Clode sound,unlogged,191,191,July,10/7/2012,14:51:00,14.85,14,2012,day,59,15,N,0
early.summer,June 6th 12,July 11th 12,888,37,CHU7,7,Clode sound,unlogged,191,191,July,10/7/2012,14:59:00,14.98333333,14,2012,day,59,15,N,0
early.summer,June 6th 12,July 11th 12,888,37,CHU7,7,Clode sound,unlogged,191,191,July,10/7/2012,15:16:00,15.26666667,15,2012,day,59,15,N,0
early.summer,June 6th 12,July 11th 12,888,37,CHU7,7,Clode sound,unlogged,191,191,July,10/7/2012,15:19:00,15.31666667,15,2012,day,59,15,N,0
early.summer,June 6th 12,July 11th 12,888,37,CHU7,7,Clode sound,unlogged,191,191,July,10/7/2012,15:44:00,15.73333333,15,2012,day,57,13.88888889,N,0
early.summer,June 6th 12,July 11th 12,888,37,CHU7,7,Clode sound,unlogged,191,191,July,10/7/2012,15:47:00,15.78333333,15,2012,day,59,15,N,0
early.summer,June 6th 12,July 11th 12,888,37,CHU7,7,Clode sound,unlogged,191,191,July,10/7/2012,16:02:00,16.03333333,16,2012,day,57,13.88888889,N,0
early.summer,June 6th 12,July 11th 12,888,37,CHU7,7,Clode sound,unlogged,191,191,July,10/7/2012,16:13:00,16.21666667,16,2012,day,57,13.88888889,N,0
early.summer,June 6th 12,July 11th 12,888,37,CHU7,7,Clode sound,unlogged,191,191,July,10/7/2012,16:21:00,16.35,16,2012,day,57,13.88888889,N,0
early.summer,June 6th 12,July 11th 12,888,37,CHU7,7,Clode sound,unlogged,191,191,July,10/7/2012,16:36:00,16.6,16,2012,day,57,13.88888889,N,0
early.summer,June 6th 12,July 11th 12,888,37,CHU7,7,Clode sound,unlogged,191,191,July,11/7/2012,16:47:00,16.78333333,16,2012,day,59,15,N,0
early.summer,June 6th 12,July 11th 12,888,37,CHU7,7,Clode sound,unlogged,192,192,July,11/7/2012,11:19:00,11.31666667,11,2012,day,70,21.11111111,N,0
early.summer,June 6th 12,July 11th 12,888,37,CHU7,7,Clode sound,unlogged,192,192,July,11/7/2012,11:21:00,11.35,11,2012,day,73,22.77777778,N,0
early.summer,June 6th 12,July 11th 12,888,37,CHU7,7,Clode sound,unlogged,192,192,July,11/7/2012,11:31:00,11.51666667,11,2012,day,72,22.22222222,N,0
early.summer,June 6th 12,July 11th 12,888,37,CHU7,7,Clode sound,unlogged,192,192,July,11/7/2012,11:33:00,11.55,11,2012,day,73,22.77777778,N,0
early.summer,June 6th 12,July 11th 12,888,37,CHU7,7,Clode sound,unlogged,192,192,July,11/7/2012,11:35:00,11.58333333,11,2012,day,73,22.77777778,N,0
early.summer,June 6th 12,July 11th 12,888,37,CHU7,7,Clode sound,unlogged,192,192,July,11/7/2012,11:39:00,11.65,11,2012,day,73,22.77777778,N,0
early.summer,June 6th 12,July 11th 12,888,37,CHU7,7,Clode sound,unlogged,192,192,July,11/7/2012,11:46:00,11.76666667,11,2012,day,73,22.77777778,N,0
early.summer,June 6th 12,July 11th 12,888,37,CHU7,7,Clode sound,unlogged,192,192,July,11/7/2012,11:51:00,11.85,11,2012,day,73,22.77777778,N,0
early.summer,June 6th 12,July 11th 12,888,37,CHU7,7,Clode sound,unlogged,192,192,July,11/7/2012,11:52:00,11.86666667,11,2012,day,75,23.88888889,N,0
early.summer,June 6th 12,July 11th 12,888,37,CHU7,7,Clode sound,unlogged,192,192,July,11/7/2012,11:54:00,11.9,11,2012,day,75,23.88888889,N,0
early.summer,June 6th 12,July 11th 12,888,37,CHU7,7,Clode sound,unlogged,192,192,July,11/7/2012,11:56:00,11.93333333,11,2012,day,77,25,N,0
early.summer,June 6th 12,July 11th 12,888,37,CHU7,7,Clode sound,unlogged,192,192,July,11/7/2012,12:03:00,12.05,12,2012,day,73,22.77777778,N,0
early.summer,June 6th 12,July 11th 12,888,37,CHU7,7,Clode sound,unlogged,192,192,July,11/7/2012,12:05:00,12.08333333,12,2012,day,73,22.77777778,N,0
early.summer,June 6th 12,July 11th 12,888,37,CHU7,7,Clode sound,unlogged,192,192,July,11/7/2012,12:08:00,12.13333333,12,2012,day,73,22.77777778,N,0
early.summer,June 6th 12,July 11th 12,888,37,CHU7,7,Clode sound,unlogged,192,192,July,11/7/2012,12:10:00,12.16666667,12,2012,day,75,23.88888889,N,0
early.summer,June 6th 12,July 11th 12,888,37,CHU7,7,Clode sound,unlogged,192,192,July,11/7/2012,12:12:00,12.2,12,2012,day,77,25,N,0
early.summer,June 6th 12,July 11th 12,888,37,CHU7,7,Clode sound,unlogged,192,192,July,11/7/2012,12:14:00,12.23333333,12,2012,day,77,25,N,0
early.summer,June 6th 12,July 11th 12,888,37,CHU7,7,Clode sound,unlogged,192,192,July,11/7/2012,12:16:00,12.26666667,12,2012,day,79,26.11111111,N,0
early.summer,June 6th 12,July 11th 12,888,37,CHU7,7,Clode sound,unlogged,192,192,July,11/7/2012,12:19:00,12.31666667,12,2012,day,77,25,N,0
early.summer,June 6th 12,July 11th 12,888,37,CHU7,7,Clode sound,unlogged,192,192,July,11/7/2012,12:22:00,12.36666667,12,2012,day,79,26.11111111,N,0
early.summer,June 6th 12,July 11th 12,888,37,CHU7,7,Clode sound,unlogged,192,192,July,11/7/2012,12:26:00,12.43333333,12,2012,day,77,25,N,0
early.summer,June 6th 12,July 11th 12,888,37,CHU7,7,Clode sound,unlogged,192,192,July,11/7/2012,12:28:00,12.46666667,12,2012,day,79,26.11111111,N,0
early.summer,June 6th 12,July 11th 12,888,37,CHU7,7,Clode sound,unlogged,192,192,July,11/7/2012,12:30:00,12.5,12,2012,day,79,26.11111111,N,0
early.summer,June 6th 12,July 11th 12,888,37,CHU7,7,Clode sound,unlogged,192,192,July,11/7/2012,12:33:00,12.55,12,2012,day,79,26.11111111,N,0
early.summer,June 6th 12,July 11th 12,888,37,CHU7,7,Clode sound,unlogged,192,192,July,11/7/2012,12:35:00,12.58333333,12,2012,day,79,26.11111111,N,0
early.summer,June 6th 12,July 11th 12,888,37,CHU7,7,Clode sound,unlogged,192,192,July,11/7/2012,12:38:00,12.63333333,12,2012,day,79,26.11111111,N,0
early.summer,June 6th 12,July 11th 12,888,37,CHU7,7,Clode sound,unlogged,192,192,July,11/7/2012,12:41:00,12.68333333,12,2012,day,79,26.11111111,N,0
early.summer,June 6th 12,July 11th 12,888,37,CHU7,7,Clode sound,unlogged,192,192,July,11/7/2012,12:43:00,12.71666667,12,2012,day,79,26.11111111,N,0
early.summer,June 6th 12,July 11th 12,888,37,CHU7,7,Clode sound,unlogged,192,192,July,11/7/2012,12:45:00,12.75,12,2012,day,79,26.11111111,N,0
early.summer,June 6th 12,July 11th 12,888,37,CHU7,7,Clode sound,unlogged,192,192,July,11/7/2012,12:52:00,12.86666667,12,2012,day,75,23.88888889,N,0
early.summer,June 6th 12,July 11th 12,888,37,CHU7,7,Clode sound,unlogged,192,192,July,11/7/2012,12:56:00,12.93333333,12,2012,day,75,23.88888889,N,0
early.summer,June 6th 12,July 11th 12,888,37,CHU7,7,Clode sound,unlogged,192,192,July,11/7/2012,12:59:00,12.98333333,12,2012,day,75,23.88888889,N,0
early.summer,June 6th 12,July 11th 12,888,37,CHU7,7,Clode sound,unlogged,192,192,July,11/7/2012,13:05:00,13.08333333,13,2012,day,72,22.22222222,N,0
early.summer,June 6th 12,July 11th 12,888,37,CHU7,7,Clode sound,unlogged,192,192,July,11/7/2012,13:10:00,13.16666667,13,2012,day,70,21.11111111,N,0
early.summer,June 6th 12,July 11th 12,888,37,CHU7,7,Clode sound,unlogged,192,192,July,11/7/2012,13:12:00,13.2,13,2012,day,72,22.22222222,N,0
early.summer,June 6th 12,July 11th 12,888,37,CHU7,7,Clode sound,unlogged,192,192,July,11/7/2012,13:15:00,13.25,13,2012,day,72,22.22222222,N,0
early.summer,June 6th 12,July 11th 12,888,37,CHU7,7,Clode sound,unlogged,192,192,July,11/7/2012,13:30:00,13.5,13,2012,day,70,21.11111111,N,0
early.summer,June 6th 12,July 11th 12,888,37,CHU7,7,Clode sound,unlogged,192,192,July,11/7/2012,13:37:00,13.61666667,13,2012,day,72,22.22222222,N,0
early.summer,June 6th 12,July 11th 12,888,37,CHU7,7,Clode sound,unlogged,192,192,July,12/6/2012,13:42:00,13.7,13,2012,day,75,23.88888889,N,0
early.summer,June 6th 12,July 11th 12,888,37,CHU8,8,Clode sound,unlogged,163,163,June,12/6/2012,12:11:00,12.18333333,12,2012,day,79,26.11111111,N,0
early.summer,June 6th 12,July 11th 12,888,37,CHU8,8,Clode sound,unlogged,163,163,June,6/14/2012,12:13:00,12.21666667,12,2012,day,79,26.11111111,N,0
early.summer,June 6th 12,July 11th 12,888,37,CHU8,8,Clode sound,unlogged,165,165,June,6/14/2012,12:13:00,12.21666667,12,2012,day,61,16.11111111,N,0
early.summer,June 6th 12,July 11th 12,888,37,CHU8,8,Clode sound,unlogged,165,165,June,6/14/2012,12:24:00,12.4,12,2012,day,63,17.22222222,N,0
early.summer,June 6th 12,July 11th 12,888,37,CHU8,8,Clode sound,unlogged,165,165,June,6/14/2012,12:42:00,12.7,12,2012,day,63,17.22222222,N,0
early.summer,June 6th 12,July 11th 12,888,37,CHU8,8,Clode sound,unlogged,165,165,June,6/14/2012,12:53:00,12.88333333,12,2012,day,61,16.11111111,N,0
early.summer,June 6th 12,July 11th 12,888,37,CHU8,8,Clode sound,unlogged,165,165,June,6/14/2012,12:59:00,12.98333333,12,2012,day,63,17.22222222,N,0
early.summer,June 6th 12,July 11th 12,888,37,CHU8,8,Clode sound,unlogged,165,165,June,6/14/2012,13:03:00,13.05,13,2012,day,63,17.22222222,N,0
early.summer,June 6th 12,July 11th 12,888,37,CHU8,8,Clode sound,unlogged,165,165,June,6/14/2012,13:05:00,13.08333333,13,2012,day,63,17.22222222,N,0
early.summer,June 6th 12,July 11th 12,888,37,CHU8,8,Clode sound,unlogged,165,165,June,6/14/2012,13:11:00,13.18333333,13,2012,day,63,17.22222222,N,0
early.summer,June 6th 12,July 11th 12,888,37,CHU8,8,Clode sound,unlogged,165,165,June,6/14/2012,13:15:00,13.25,13,2012,day,63,17.22222222,N,0
early.summer,June 6th 12,July 11th 12,888,37,CHU8,8,Clode sound,unlogged,165,165,June,6/14/2012,13:23:00,13.38333333,13,2012,day,61,16.11111111,N,0
early.summer,June 6th 12,July 11th 12,888,37,CHU8,8,Clode sound,unlogged,165,165,June,6/14/2012,13:27:00,13.45,13,2012,day,61,16.11111111,N,0
early.summer,June 6th 12,July 11th 12,888,37,CHU8,8,Clode sound,unlogged,165,165,June,6/14/2012,13:34:00,13.56666667,13,2012,day,61,16.11111111,N,0
early.summer,June 6th 12,July 11th 12,888,37,CHU8,8,Clode sound,unlogged,165,165,June,6/14/2012,13:37:00,13.61666667,13,2012,day,63,17.22222222,N,0
early.summer,June 6th 12,July 11th 12,888,37,CHU8,8,Clode sound,unlogged,165,165,June,6/14/2012,13:41:00,13.68333333,13,2012,day,63,17.22222222,N,0
early.summer,June 6th 12,July 11th 12,888,37,CHU8,8,Clode sound,unlogged,165,165,June,6/14/2012,13:43:00,13.71666667,13,2012,day,63,17.22222222,N,0
early.summer,June 6th 12,July 11th 12,888,37,CHU8,8,Clode sound,unlogged,165,165,June,6/15/2012,13:46:00,13.76666667,13,2012,day,63,17.22222222,N,0
early.summer,June 6th 12,July 11th 12,888,37,CHU8,8,Clode sound,unlogged,166,166,June,6/15/2012,10:20:00,10.33333333,10,2012,day,59,15,N,0
early.summer,June 6th 12,July 11th 12,888,37,CHU8,8,Clode sound,unlogged,166,166,June,6/15/2012,10:22:00,10.36666667,10,2012,day,61,16.11111111,N,0
early.summer,June 6th 12,July 11th 12,888,37,CHU8,8,Clode sound,unlogged,166,166,June,6/15/2012,11:15:00,11.25,11,2012,day,59,15,N,0
early.summer,June 6th 12,July 11th 12,888,37,CHU8,8,Clode sound,unlogged,166,166,June,6/15/2012,11:27:00,11.45,11,2012,day,59,15,N,0
early.summer,June 6th 12,July 11th 12,888,37,CHU8,8,Clode sound,unlogged,166,166,June,6/15/2012,11:31:00,11.51666667,11,2012,day,61,16.11111111,N,0
early.summer,June 6th 12,July 11th 12,888,37,CHU8,8,Clode sound,unlogged,166,166,June,6/15/2012,11:33:00,11.55,11,2012,day,63,17.22222222,N,0
early.summer,June 6th 12,July 11th 12,888,37,CHU8,8,Clode sound,unlogged,166,166,June,6/15/2012,11:35:00,11.58333333,11,2012,day,64,17.77777778,N,0
early.summer,June 6th 12,July 11th 12,888,37,CHU8,8,Clode sound,unlogged,166,166,June,6/15/2012,11:52:00,11.86666667,11,2012,day,61,16.11111111,N,0
early.summer,June 6th 12,July 11th 12,888,37,CHU8,8,Clode sound,unlogged,166,166,June,6/15/2012,12:03:00,12.05,12,2012,day,61,16.11111111,N,0
early.summer,June 6th 12,July 11th 12,888,37,CHU8,8,Clode sound,unlogged,166,166,June,6/15/2012,12:05:00,12.08333333,12,2012,day,63,17.22222222,N,0
early.summer,June 6th 12,July 11th 12,888,37,CHU8,8,Clode sound,unlogged,166,166,June,6/15/2012,12:08:00,12.13333333,12,2012,day,63,17.22222222,N,0
early.summer,June 6th 12,July 11th 12,888,37,CHU8,8,Clode sound,unlogged,166,166,June,6/15/2012,12:24:00,12.4,12,2012,day,61,16.11111111,N,0
early.summer,June 6th 12,July 11th 12,888,37,CHU8,8,Clode sound,unlogged,166,166,June,6/15/2012,12:28:00,12.46666667,12,2012,day,61,16.11111111,N,0
early.summer,June 6th 12,July 11th 12,888,37,CHU8,8,Clode sound,unlogged,166,166,June,6/15/2012,12:34:00,12.56666667,12,2012,day,61,16.11111111,N,0
early.summer,June 6th 12,July 11th 12,888,37,CHU8,8,Clode sound,unlogged,166,166,June,6/15/2012,12:39:00,12.65,12,2012,day,61,16.11111111,N,0
early.summer,June 6th 12,July 11th 12,888,37,CHU8,8,Clode sound,unlogged,166,166,June,6/15/2012,12:41:00,12.68333333,12,2012,day,64,17.77777778,N,0
early.summer,June 6th 12,July 11th 12,888,37,CHU8,8,Clode sound,unlogged,166,166,June,6/15/2012,12:43:00,12.71666667,12,2012,day,64,17.77777778,N,0
early.summer,June 6th 12,July 11th 12,888,37,CHU8,8,Clode sound,unlogged,166,166,June,6/15/2012,12:45:00,12.75,12,2012,day,64,17.77777778,N,0
early.summer,June 6th 12,July 11th 12,888,37,CHU8,8,Clode sound,unlogged,166,166,June,6/15/2012,12:49:00,12.81666667,12,2012,day,63,17.22222222,N,0
early.summer,June 6th 12,July 11th 12,888,37,CHU8,8,Clode sound,unlogged,166,166,June,6/15/2012,12:54:00,12.9,12,2012,day,63,17.22222222,N,0
early.summer,June 6th 12,July 11th 12,888,37,CHU8,8,Clode sound,unlogged,166,166,June,6/15/2012,12:59:00,12.98333333,12,2012,day,63,17.22222222,N,0
early.summer,June 6th 12,July 11th 12,888,37,CHU8,8,Clode sound,unlogged,166,166,June,6/15/2012,13:02:00,13.03333333,13,2012,day,63,17.22222222,N,0
